ID,Full Name,Gender,Date of Birth,Checkout Date,Purpose,SOURCE,Overall Experience,NPS RATING,NPS CATEGORY,Feedback,Feedback Category,Rating,Rating Range
1714,Guest 01714,Female,1973-05-17,2021-07-21,Business,Organization,5,10,Promoters,Check-in Process,Staff,Excellent,5
1715,Guest 01715,Male,1979-02-17,2021-07-16,Business,Word of mouth,5,9,Promoters,Room service,Room,Very good,4
1716,Guest 01716,Male,1965-06-29,2021-08-04,Function,Television advertisement,4,9,Promoters,Room cleanliness,Room,Poor,1
1717,Guest 01717,Female,1955-03-21,2020-02-17,Vacation,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Poor,1
1718,Guest 01718,Male,1999-12-06,2020-08-31,Vacation,Search engine,1,6,Detractors,Variety of food,Restaurant,Good,3
1719,Guest 01719,Male,1952-11-05,2022-09-27,Other,Search engine,3,9,Promoters,Broadband & TV,Facility,Good,3
1720,Guest 01720,Female,1994-04-29,2021-01-13,Vacation,hotel booking sites,5,8,Passives,Gym,Facility,Average,2
1721,Guest 01721,Male,1995-02-03,2021-09-29,Vacation,Internet advertisement,3,3,Detractors,Staff attitude,Staff,Very good,4
1722,Guest 01722,Female,1982-08-20,2021-01-17,Business,Word of mouth,5,10,Promoters,Check-in Process,Staff,Average,2
1723,Guest 01723,Female,1951-06-21,2022-10-26,Function,News paper,5,4,Detractors,Room service,Room,Average,2
1724,Guest 01724,Female,1995-08-24,2021-06-04,Business,Organization,1,9,Promoters,Room cleanliness,Room,Poor,1
1725,Guest 01725,Male,1989-02-26,2022-09-20,Vacation,hotel booking sites,1,7,Passives,Food quality,Restaurant,Very good,4
1726,Guest 01726,Female,1957-08-30,2020-07-29,Business,Organization,5,8,Passives,Variety of food,Restaurant,Poor,1
1727,Guest 01727,Female,1960-11-11,2021-07-21,Function,Organization,1,3,Detractors,Broadband & TV,Facility,Average,2
1728,Guest 01728,Male,1967-02-08,2020-09-24,Function,Television advertisement,2,10,Promoters,Gym,Facility,Very good,4
1729,Guest 01729,Female,2005-09-23,2020-02-16,Vacation,Search engine,3,9,Promoters,Staff attitude,Staff,Good,3
1730,Guest 01730,Male,1968-05-04,2021-03-17,Function,News paper,5,4,Detractors,Check-in Process,Staff,Excellent,5
1731,Guest 01731,Female,1978-09-21,2022-10-29,Business,Organization,5,4,Detractors,Room service,Room,Excellent,5
1732,Guest 01732,Female,1959-07-19,2022-05-29,Business,Organization,4,8,Passives,Room cleanliness,Room,Poor,1
1733,Guest 01733,Female,1995-10-06,2022-02-15,Business,Organization,5,6,Detractors,Food quality,Restaurant,Good,3
1734,Guest 01734,Female,1997-06-18,2021-10-03,Business,Internet advertisement,4,7,Passives,Variety of food,Restaurant,Poor,1
1735,Guest 01735,Male,1972-05-02,2022-01-19,Other,hotel booking sites,5,8,Passives,Broadband & TV,Facility,Average,2
1736,Guest 01736,Male,1951-03-01,2020-11-14,Business,Organization,2,9,Promoters,Gym,Facility,Good,3
1737,Guest 01737,Male,1984-11-12,2021-06-27,Function,Search engine,1,8,Passives,Staff attitude,Staff,Excellent,5
1738,Guest 01738,Male,1988-02-09,2021-08-28,Business,Organization,4,7,Passives,Check-in Process,Staff,Excellent,5
1739,Guest 01739,Female,1967-02-05,2022-12-19,Vacation,Internet advertisement,2,4,Detractors,Room service,Room,Good,3
1740,Guest 01740,Male,1993-12-31,2021-12-19,Vacation,Internet advertisement,5,6,Detractors,Room cleanliness,Room,Very good,4
1741,Guest 01741,Male,1953-04-12,2020-08-23,Vacation,hotel booking sites,5,9,Promoters,Food quality,Restaurant,Excellent,5
1742,Guest 01742,Female,2000-04-08,2021-06-24,Function,News paper,4,7,Passives,Variety of food,Restaurant,Average,2
1743,Guest 01743,Female,1983-11-06,2020-06-27,Vacation,Search engine,5,6,Detractors,Broadband & TV,Facility,Excellent,5
1744,Guest 01744,Male,2002-08-05,2021-01-08,Business,Organization,3,8,Passives,Gym,Facility,Excellent,5
1745,Guest 01745,Male,1966-04-09,2020-08-18,Function,Word of mouth,1,7,Passives,Staff attitude,Staff,Very good,4
1746,Guest 01746,Female,1998-08-20,2022-01-02,Other,Search engine,4,4,Detractors,Check-in Process,Staff,Excellent,5
1747,Guest 01747,Female,1968-08-18,2021-10-09,Business,Organization,5,7,Passives,Room service,Room,Good,3
1748,Guest 01748,Female,1962-01-24,2020-10-23,Vacation,Word of mouth,4,9,Promoters,Room cleanliness,Room,Very good,4
1749,Guest 01749,Female,1974-12-13,2020-08-21,Vacation,Internet advertisement,5,7,Passives,Food quality,Restaurant,Excellent,5
1750,Guest 01750,Male,1971-01-18,2022-12-10,Vacation,Search engine,2,9,Promoters,Variety of food,Restaurant,Good,3
1751,Guest 01751,Female,1981-06-01,2021-09-11,Vacation,hotel booking sites,3,4,Detractors,Broadband & TV,Facility,Poor,1
1752,Guest 01752,Male,1998-10-27,2021-07-01,Vacation,Search engine,5,9,Promoters,Gym,Facility,Poor,1
1753,Guest 01753,Female,1974-04-08,2022-05-07,Business,Organization,2,5,Detractors,Staff attitude,Staff,Very good,4
1754,Guest 01754,Female,1974-05-04,2020-04-08,Vacation,News paper,4,9,Promoters,Check-in Process,Staff,Excellent,5
1755,Guest 01755,Female,1959-12-02,2020-01-27,Vacation,hotel booking sites,5,7,Passives,Room service,Room,Excellent,5
1756,Guest 01756,Male,1990-12-30,2021-09-10,Business,Organization,5,7,Passives,Room cleanliness,Room,Excellent,5
1757,Guest 01757,Male,1995-11-03,2021-11-27,Vacation,Internet advertisement,5,9,Promoters,Food quality,Restaurant,Poor,1
1758,Guest 01758,Male,1969-10-10,2020-02-02,Function,Word of mouth,1,4,Detractors,Variety of food,Restaurant,Average,2
1759,Guest 01759,Male,1996-11-10,2022-11-28,Business,Organization,4,6,Detractors,Broadband & TV,Facility,Very good,4
1760,Guest 01760,Female,1992-05-22,2022-02-01,Vacation,News paper,5,9,Promoters,Gym,Facility,Excellent,5
1761,Guest 01761,Male,2006-08-14,2021-10-20,Business,Organization,3,9,Promoters,Staff attitude,Staff,Very good,4
1762,Guest 01762,Female,2006-06-06,2021-03-05,Vacation,hotel booking sites,3,7,Passives,Check-in Process,Staff,Excellent,5
1763,Guest 01763,Male,1975-09-24,2021-06-24,Business,Organization,5,9,Promoters,Room service,Room,Average,2
1764,Guest 01764,Male,1981-03-17,2020-02-27,Business,hotel booking sites,5,9,Promoters,Room cleanliness,Room,Poor,1
1765,Guest 01765,Female,1958-03-21,2021-08-13,Vacation,Television advertisement,2,6,Detractors,Food quality,Restaurant,Good,3
1766,Guest 01766,Male,1953-11-02,2022-02-10,Function,Word of mouth,2,10,Promoters,Variety of food,Restaurant,Very good,4
1767,Guest 01767,Male,1952-11-03,2020-12-06,Business,Organization,1,7,Passives,Broadband & TV,Facility,Very good,4
1768,Guest 01768,Male,1968-10-13,2021-07-08,Business,Organization,1,8,Passives,Gym,Facility,Average,2
1769,Guest 01769,Female,1971-10-01,2020-10-04,Business,Organization,3,10,Promoters,Staff attitude,Staff,Poor,1
1770,Guest 01770,Male,1979-01-29,2021-06-24,Function,Television advertisement,4,4,Detractors,Check-in Process,Staff,Average,2
1771,Guest 01771,Male,1969-02-26,2022-02-12,Function,Word of mouth,3,9,Promoters,Room service,Room,Very good,4
1772,Guest 01772,Male,1996-03-16,2022-04-05,Business,Organization,4,7,Passives,Room cleanliness,Room,Average,2
1773,Guest 01773,Male,1989-04-05,2022-05-30,Vacation,Word of mouth,5,9,Promoters,Food quality,Restaurant,Excellent,5
1774,Guest 01774,Female,1970-04-27,2021-10-27,Other,Word of mouth,4,8,Passives,Variety of food,Restaurant,Poor,1
1775,Guest 01775,Female,1995-05-01,2022-10-01,Business,Organization,5,9,Promoters,Broadband & TV,Facility,Average,2
1776,Guest 01776,Male,1991-11-08,2022-10-10,Function,Word of mouth,2,6,Detractors,Gym,Facility,Average,2
1777,Guest 01777,Male,1961-07-17,2020-08-03,Other,hotel booking sites,5,9,Promoters,Staff attitude,Staff,Very good,4
1778,Guest 01778,Male,1993-04-19,2021-01-22,Vacation,hotel booking sites,4,9,Promoters,Check-in Process,Staff,Excellent,5
1779,Guest 01779,Female,1962-06-21,2021-03-28,Business,Organization,1,8,Passives,Room service,Room,Average,2
1780,Guest 01780,Female,2004-12-07,2020-01-05,Vacation,Television advertisement,5,9,Promoters,Room cleanliness,Room,Good,3
1781,Guest 01781,Female,1962-03-19,2021-04-07,Business,Organization,5,9,Promoters,Food quality,Restaurant,Good,3
1782,Guest 01782,Male,1994-02-27,2022-03-30,Business,Organization,3,9,Promoters,Variety of food,Restaurant,Poor,1
1783,Guest 01783,Male,1984-02-02,2021-07-24,Function,Search engine,5,8,Passives,Broadband & TV,Facility,Excellent,5
1784,Guest 01784,Male,1962-12-04,2021-06-15,Vacation,Search engine,4,6,Detractors,Gym,Facility,Average,2
1785,Guest 01785,Male,2001-06-03,2021-09-30,Business,Internet advertisement,5,9,Promoters,Staff attitude,Staff,Good,3
1786,Guest 01786,Female,1962-06-18,2022-01-09,Vacation,Word of mouth,4,9,Promoters,Check-in Process,Staff,Very good,4
1787,Guest 01787,Male,1952-07-01,2020-07-23,Vacation,Word of mouth,4,6,Detractors,Room service,Room,Excellent,5
1788,Guest 01788,Female,1992-06-03,2020-09-26,Business,Organization,2,10,Promoters,Room cleanliness,Room,Excellent,5
1789,Guest 01789,Female,2006-07-27,2020-01-10,Function,Television advertisement,5,8,Passives,Food quality,Restaurant,Good,3
1790,Guest 01790,Female,1972-05-08,2022-10-20,Vacation,Search engine,4,9,Promoters,Variety of food,Restaurant,Very good,4
1791,Guest 01791,Female,1956-05-25,2021-09-09,Business,Organization,3,9,Promoters,Broadband & TV,Facility,Poor,1
1792,Guest 01792,Female,1965-09-18,2021-02-16,Other,Search engine,5,7,Passives,Gym,Facility,Very good,4
1793,Guest 01793,Female,2002-05-19,2021-06-19,Vacation,hotel booking sites,4,9,Promoters,Staff attitude,Staff,Excellent,5
1794,Guest 01794,Female,2000-11-07,2021-10-14,Vacation,Search engine,4,9,Promoters,Check-in Process,Staff,Very good,4
1795,Guest 01795,Female,1991-04-22,2021-04-17,Vacation,News paper,3,3,Detractors,Room service,Room,Good,3
1796,Guest 01796,Male,1989-04-15,2022-06-03,Business,Organization,1,8,Passives,Room cleanliness,Room,Very good,4
1797,Guest 01797,Female,1995-07-08,2022-07-06,Business,Organization,5,9,Promoters,Food quality,Restaurant,Very good,4
1798,Guest 01798,Female,1975-03-06,2021-09-28,Vacation,hotel booking sites,5,7,Passives,Variety of food,Restaurant,Poor,1
1799,Guest 01799,Male,2005-05-23,2021-12-07,Vacation,Television advertisement,1,9,Promoters,Broadband & TV,Facility,Very good,4
1800,Guest 01800,Male,1984-02-25,2020-09-21,Vacation,hotel booking sites,5,8,Passives,Gym,Facility,Average,2
1801,Guest 01801,Male,1960-06-03,2020-05-25,Other,Search engine,2,8,Passives,Staff attitude,Staff,Excellent,5
1802,Guest 01802,Female,1955-01-19,2020-04-27,Vacation,Internet advertisement,5,7,Passives,Check-in Process,Staff,Very good,4
1803,Guest 01803,Male,1981-03-06,2020-03-13,Vacation,Internet advertisement,5,7,Passives,Room service,Room,Good,3
1804,Guest 01804,Female,1953-05-14,2022-02-11,Business,Organization,3,10,Promoters,Room cleanliness,Room,Good,3
1805,Guest 01805,Female,1968-06-09,2022-03-28,Vacation,Television advertisement,5,9,Promoters,Food quality,Restaurant,Very good,4
1806,Guest 01806,Male,1998-02-01,2020-03-08,Function,Word of mouth,4,7,Passives,Variety of food,Restaurant,Average,2
1807,Guest 01807,Male,1980-04-05,2021-02-05,Business,Organization,4,8,Passives,Broadband & TV,Facility,Average,2
1808,Guest 01808,Male,1967-11-13,2021-10-08,Business,Organization,3,8,Passives,Gym,Facility,Good,3
1809,Guest 01809,Female,1988-12-18,2020-01-23,Business,Word of mouth,3,7,Passives,Staff attitude,Staff,Good,3
1810,Guest 01810,Female,1998-03-31,2022-04-22,Vacation,Television advertisement,4,9,Promoters,Check-in Process,Staff,Excellent,5
1811,Guest 01811,Male,1977-05-31,2021-08-20,Vacation,hotel booking sites,2,9,Promoters,Room service,Room,Excellent,5
1812,Guest 01812,Male,1993-10-01,2021-01-06,Business,Organization,4,9,Promoters,Room cleanliness,Room,Very good,4
1813,Guest 01813,Female,1985-07-27,2022-09-03,Vacation,hotel booking sites,2,9,Promoters,Food quality,Restaurant,Excellent,5
1814,Guest 01814,Female,1972-02-01,2021-07-23,Vacation,Word of mouth,4,7,Passives,Variety of food,Restaurant,Poor,1
1815,Guest 01815,Female,1955-08-07,2022-02-22,Function,Organization,3,7,Passives,Broadband & TV,Facility,Average,2
1816,Guest 01816,Male,1976-11-07,2021-10-14,Business,Organization,4,6,Detractors,Gym,Facility,Average,2
1817,Guest 01817,Female,1983-07-22,2021-03-16,Vacation,Search engine,4,9,Promoters,Staff attitude,Staff,Very good,4
1818,Guest 01818,Male,1953-02-02,2021-04-16,Vacation,hotel booking sites,4,8,Passives,Check-in Process,Staff,Good,3
1819,Guest 01819,Female,1968-03-01,2021-03-30,Business,Organization,2,10,Promoters,Room service,Room,Very good,4
1820,Guest 01820,Female,1998-10-06,2022-05-10,Business,Organization,2,9,Promoters,Room cleanliness,Room,Very good,4
1821,Guest 01821,Male,1979-08-14,2020-08-14,Vacation,Word of mouth,5,6,Detractors,Food quality,Restaurant,Good,3
1822,Guest 01822,Female,1966-06-27,2020-10-17,Business,Organization,2,4,Detractors,Variety of food,Restaurant,Poor,1
1823,Guest 01823,Male,2004-01-11,2022-08-11,Vacation,Search engine,4,4,Detractors,Broadband & TV,Facility,Excellent,5
1824,Guest 01824,Female,1956-10-03,2020-08-25,Function,Word of mouth,4,9,Promoters,Gym,Facility,Excellent,5
1825,Guest 01825,Female,1997-07-28,2020-09-22,Vacation,hotel booking sites,4,9,Promoters,Staff attitude,Staff,Good,3
1826,Guest 01826,Female,1964-03-29,2021-04-13,Other,News paper,2,10,Promoters,Check-in Process,Staff,Very good,4
1827,Guest 01827,Male,1957-08-12,2021-12-16,Vacation,Internet advertisement,3,10,Promoters,Room service,Room,Excellent,5
1828,Guest 01828,Female,1955-10-14,2022-01-22,Business,Organization,2,9,Promoters,Room cleanliness,Room,Poor,1
1829,Guest 01829,Male,2002-02-01,2022-11-23,Business,Organization,4,8,Passives,Food quality,Restaurant,Poor,1
1830,Guest 01830,Male,1963-12-21,2022-09-03,Business,Internet advertisement,3,9,Promoters,Variety of food,Restaurant,Poor,1
1831,Guest 01831,Male,1987-02-17,2021-10-02,Vacation,Word of mouth,2,4,Detractors,Broadband & TV,Facility,Excellent,5
1832,Guest 01832,Female,1966-04-04,2022-06-16,Business,Organization,3,9,Promoters,Gym,Facility,Excellent,5
1833,Guest 01833,Male,1953-12-18,2020-01-22,Business,Organization,5,4,Detractors,Staff attitude,Staff,Good,3
1834,Guest 01834,Male,1992-07-19,2022-11-17,Function,News paper,4,9,Promoters,Check-in Process,Staff,Good,3
1835,Guest 01835,Male,1969-08-03,2020-03-28,Vacation,hotel booking sites,4,10,Promoters,Room service,Room,Very good,4
1836,Guest 01836,Male,2005-07-17,2020-03-16,Vacation,hotel booking sites,5,5,Detractors,Room cleanliness,Room,Poor,1
1837,Guest 01837,Male,1977-08-27,2020-10-17,Business,Organization,5,9,Promoters,Food quality,Restaurant,Very good,4
1838,Guest 01838,Male,1951-08-21,2022-10-15,Business,Organization,5,7,Passives,Variety of food,Restaurant,Poor,1
1839,Guest 01839,Male,1976-11-08,2020-09-07,Business,hotel booking sites,3,9,Promoters,Broadband & TV,Facility,Good,3
1840,Guest 01840,Female,1967-11-26,2021-12-17,Vacation,hotel booking sites,1,8,Passives,Gym,Facility,Excellent,5
1841,Guest 01841,Male,1957-10-29,2021-10-30,Business,Organization,4,9,Promoters,Staff attitude,Staff,Excellent,5
1842,Guest 01842,Male,1988-03-01,2022-12-10,Business,Organization,4,5,Detractors,Check-in Process,Staff,Very good,4
1843,Guest 01843,Male,1952-11-13,2021-04-17,Vacation,Search engine,3,9,Promoters,Room service,Room,Excellent,5
1844,Guest 01844,Female,1984-02-07,2020-06-01,Business,Organization,2,9,Promoters,Room cleanliness,Room,Poor,1
1845,Guest 01845,Female,1968-01-24,2020-01-12,Business,Organization,5,4,Detractors,Food quality,Restaurant,Very good,4
1846,Guest 01846,Female,1960-11-08,2020-12-10,Business,Organization,4,9,Promoters,Variety of food,Restaurant,Excellent,5
1847,Guest 01847,Female,2006-12-16,2020-08-04,Function,News paper,5,10,Promoters,Broadband & TV,Facility,Very good,4
1848,Guest 01848,Male,2002-10-20,2022-08-30,Other,hotel booking sites,4,9,Promoters,Gym,Facility,Poor,1
1849,Guest 01849,Male,1994-11-19,2021-09-07,Vacation,Word of mouth,3,8,Passives,Staff attitude,Staff,Very good,4
1850,Guest 01850,Female,1976-08-31,2020-05-11,Business,Organization,3,6,Detractors,Check-in Process,Staff,Very good,4
1851,Guest 01851,Female,1986-10-17,2022-09-10,Business,Internet advertisement,4,7,Passives,Room service,Room,Good,3
1852,Guest 01852,Female,1968-11-19,2022-11-07,Function,Television advertisement,3,9,Promoters,Room cleanliness,Room,Excellent,5
1853,Guest 01853,Male,2000-10-09,2020-05-06,Business,Organization,5,6,Detractors,Food quality,Restaurant,Excellent,5
1854,Guest 01854,Male,1967-07-08,2020-12-28,Business,Organization,1,8,Passives,Variety of food,Restaurant,Good,3
1855,Guest 01855,Female,1959-06-29,2020-11-16,Business,Organization,4,5,Detractors,Broadband & TV,Facility,Good,3
1856,Guest 01856,Female,1984-10-01,2021-07-13,Vacation,Internet advertisement,5,4,Detractors,Gym,Facility,Excellent,5
1857,Guest 01857,Male,1957-02-25,2021-11-23,Function,Word of mouth,3,9,Promoters,Staff attitude,Staff,Excellent,5
1858,Guest 01858,Female,1980-12-01,2020-02-06,Business,Organization,5,9,Promoters,Check-in Process,Staff,Excellent,5
1859,Guest 01859,Male,1951-07-17,2020-12-30,Vacation,Word of mouth,3,8,Passives,Room service,Room,Good,3
1860,Guest 01860,Male,1968-03-04,2022-01-28,Vacation,Search engine,4,3,Detractors,Room cleanliness,Room,Average,2
1861,Guest 01861,Female,1988-07-31,2021-07-24,Other,News paper,5,4,Detractors,Food quality,Restaurant,Good,3
1862,Guest 01862,Male,1991-09-11,2021-03-11,Business,Organization,4,8,Passives,Variety of food,Restaurant,Poor,1
1863,Guest 01863,Female,1974-10-05,2020-08-15,Function,Organization,5,9,Promoters,Broadband & TV,Facility,Excellent,5
1864,Guest 01864,Male,1986-05-23,2022-12-29,Business,Organization,5,10,Promoters,Gym,Facility,Average,2
1865,Guest 01865,Female,1968-09-01,2021-01-03,Business,Organization,1,5,Detractors,Staff attitude,Staff,Very good,4
1866,Guest 01866,Female,1970-04-13,2022-11-04,Business,hotel booking sites,3,9,Promoters,Check-in Process,Staff,Excellent,5
1867,Guest 01867,Female,1972-03-07,2020-01-24,Business,Organization,4,9,Promoters,Room service,Room,Good,3
1868,Guest 01868,Male,1954-06-06,2021-11-14,Vacation,Word of mouth,2,9,Promoters,Room cleanliness,Room,Very good,4
1869,Guest 01869,Male,1954-12-03,2021-05-01,Business,hotel booking sites,2,9,Promoters,Food quality,Restaurant,Poor,1
1870,Guest 01870,Male,1996-11-12,2022-08-17,Business,Organization,5,9,Promoters,Variety of food,Restaurant,Poor,1
1871,Guest 01871,Female,1990-06-22,2020-11-30,Business,Organization,4,9,Promoters,Broadband & TV,Facility,Good,3
1872,Guest 01872,Male,1971-11-16,2020-04-17,Other,hotel booking sites,4,9,Promoters,Gym,Facility,Excellent,5
1873,Guest 01873,Male,2004-12-15,2020-08-07,Business,Organization,5,9,Promoters,Staff attitude,Staff,Average,2
1874,Guest 01874,Female,1977-09-19,2020-08-04,Vacation,hotel booking sites,3,6,Detractors,Check-in Process,Staff,Average,2
1875,Guest 01875,Male,1971-07-28,2021-03-19,Business,Organization,3,8,Passives,Room service,Room,Poor,1
1876,Guest 01876,Male,1961-05-20,2020-11-22,Vacation,hotel booking sites,1,6,Detractors,Room cleanliness,Room,Very good,4
1877,Guest 01877,Female,1983-03-04,2021-10-27,Business,Organization,1,9,Promoters,Food quality,Restaurant,Excellent,5
1878,Guest 01878,Male,1971-10-13,2021-12-27,Vacation,Word of mouth,4,9,Promoters,Variety of food,Restaurant,Poor,1
